name,domains,web_pages,country,alpha_two_code,state-province
Persian Gulf University,['pgu.ac.ir'],['http://www.pgu.ac.ir/'],Iran,IR,Bushehr
"Islamic Azad University, Parand",['piau.ac.ir'],['http://www.piau.ac.ir/'],Iran,IR,Tehran
Payame Noor University,['pnu.ac.ir'],['http://www.pnu.ac.ir/'],Iran,IR,Tehran
University of Mashhad Payame Noor,['pnum.ac.ir'],['http://www.pnum.ac.ir/'],Iran,IR,Razavi Khorasan
"Payame Noor University, Tafresh",['pnut.ac.ir'],['http://www.pnut.ac.ir/'],Iran,IR,Markazi
Petroleum University of Technology,['put.ac.ir'],['http://www.put.ac.ir/'],Iran,IR,Khuzestan
Power and Water Institute of Technology,['pwit.ac.ir'],['http://www.pwit.ac.ir/'],Iran,IR,
"Islamic Azad University, Qazvin",['qiau.ac.ir'],['http://qiau.ac.ir/'],Iran,IR,Qazvin
Qom University,['qom.ac.ir'],['http://www.qom.ac.ir/'],Iran,IR,Qom
"Islamic Azad University, Qom",['qom-iau.ac.ir'],['http://www.qom-iau.ac.ir/'],Iran,IR,Qom
Qazvin University of Medical Sciences,['qums.ac.ir'],['http://www.qums.ac.ir/'],Iran,IR,Qazvin
Qom University of Technology,['qut.ac.ir'],['http://www.qut.ac.ir/'],Iran,IR,Qom
Ragheb Esfahani University,['raghebisf.ac.ir'],['http://www.raghebisf.ac.ir/'],Iran,IR,Isfahan
Razi University,['razi.ac.ir'],['http://www.razi.ac.ir/'],Iran,IR,Kermanshah
"Islamic Azad University, Roodehen",['riau.ac.ir'],['http://www.riau.ac.ir/'],Iran,IR,Tehran
Rafsanjan University of Medical Sciences,['rums.ac.ir'],['http://www.rums.ac.ir/'],Iran,IR,Kerman
Sadjad Institute of Technology,['sadjad.ac.ir'],['http://www.sadjad.ac.ir/'],Iran,IR,Razavi Khorasan
Sadra University,['sadra.ac.ir'],['http://www.sadra.ac.ir/'],Iran,IR,Tehran
Shahid Beheshti University of Medical Sciences,['sbmu.ac.ir'],['http://www.sbmu.ac.ir/'],Iran,IR,Tehran
Shahid Beheshti University,['sbu.ac.ir'],['http://www.sbu.ac.ir/'],Iran,IR,Tehran
Daneshestan Institute of Higher Education,['sdi.ac.ir'],['http://www.sdi.ac.ir/'],Iran,IR,Markazi
Semnan University,['semnan.ac.ir'],['http://www.semnan.ac.ir/'],Iran,IR,Semnan
"Islamic Azad University, Semnan",['semnaniau.ac.ir'],['http://www.semnaniau.ac.ir/'],Iran,IR,Semnan
Semnan University of Medical Sciences,['sem-ums.ac.ir'],['http://www.sem-ums.ac.ir/'],Iran,IR,Semnan
School of Economic Sciences,['ses.ac.ir'],['http://www.ses.ac.ir/'],Iran,IR,
Shahed University,['shahed.ac.ir'],['http://www.shahed.ac.ir/'],Iran,IR,Tehran
Shahrood University of Technology,['shahroodut.ac.ir'],['http://www.shahroodut.ac.ir/'],Iran,IR,Semnan
"Islamic Azad University, Shahryar",['shahryariau.ac.ir'],['http://www.shahryariau.ac.ir/'],Iran,IR,Tehran
Sharif University of Technology,['sharif.ac.ir'],['http://www.sharif.ac.ir/'],Iran,IR,Tehran
Sheikh Bahaei University,['shbu.ac.ir'],['http://www.shbu.ac.ir/'],Iran,IR,Isfahan
Shiraz University,['shirazu.ac.ir'],['http://www.shirazu.ac.ir/'],Iran,IR,Fars
Shahrood University of Medical Sciences,['shmu.ac.ir'],['http://www.shmu.ac.ir/'],Iran,IR,Semnan
Shomal University,['shomal.ac.ir'],['http://www.shomal.ac.ir/'],Iran,IR,Mazandaran
Shahrekord University,['sku.ac.ir'],['http://www.sku.ac.ir/'],Iran,IR,Chaharmahal and Bakhtiari
Shahrekord University of Medical Sciences,['skums.ac.ir'],['http://www.skums.ac.ir/'],Iran,IR,Chaharmahal and Bakhtiari
"Islamic Azad University, Someh Sara",['sowmesaraiau.ac.ir'],['http://www.sowmesaraiau.ac.ir/'],Iran,IR,Gilan
Shiraz Payamnoor University,['spnu.ac.ir'],['http://www.spnu.ac.ir/'],Iran,IR,Fars
"Islamic Azad University, Tehran Science & Research Branch",['srbiau.ac.ir'],['http://www.srbiau.ac.ir/'],Iran,IR,Tehran
Shahid Rajaee Teacher Training University,['srttu.edu'],['http://www.srttu.edu/'],Iran,IR,Tehran
Yazd Medical University,['ssu.ac.ir'],['http://www.ssu.ac.ir/'],Iran,IR,Yazd
Sabzevar Teacher Training University,['sttu.ac.ir'],['http://www.sttu.ac.ir/'],Iran,IR,Razavi Khorasan
Shiraz University of Medical Sciences,['sums.ac.ir'],['http://www.sums.ac.ir/'],Iran,IR,Fars
Sahand University of Technology,['sut.ac.ir'],['http://www.sut.ac.ir/'],Iran,IR,East Azerbaijan
Shiraz University of Technology,['sutech.ac.ir'],['http://www.sutech.ac.ir/'],Iran,IR,Fars
Tabriz Islamic Art University,['tabriziau.ac.ir'],['http://www.tabriziau.ac.ir/'],Iran,IR,East Azerbaijan
Tabriz University,['tabrizu.ac.ir'],['http://www.tabrizu.ac.ir/'],Iran,IR,East Azerbaijan
Tabriz University of Medical Sciences,['tbzmed.ac.ir'],['http://www.tbzmed.ac.ir/'],Iran,IR,East Azerbaijan
Tabriz College of Technology,['tct.ac.ir'],['http://www.tct.ac.ir/'],Iran,IR,East Azerbaijan
Torbat Heydarieh University of Medical Sciences,['thums.ac.ir'],['http://www.thums.ac.ir/'],Iran,IR,Razavi Khorasan
Takestan Islamic Azad University,['tiau.ac.ir'],['http://www.tiau.ac.ir/'],Iran,IR,Qazvin
Tehran University of Teacher Training,['tmu.ac.ir'],['http://www.tmu.ac.ir/'],Iran,IR,Tehran
Tehran University of Medical Sciences,['tums.ac.ir'],['http://www.tums.ac.ir/'],Iran,IR,Tehran
University of Applied Science and Technology,['uast.ac.ir'],['http://www.uast.ac.ir/'],Iran,IR,Tehran
University College of Nabi Akram,['ucna.info'],['http://www.ucna.info/'],Iran,IR,East Azerbaijan
Isfahan University,['ui.ac.ir'],['http://www.ui.ac.ir/'],Iran,IR,Isfahan
Shahid Bahonar University of Kerman,['uk.ac.ir'],['http://www.uk.ac.ir/'],Iran,IR,Kerman
University of Mohaghegh Ardabili,['uma.ac.ir'],['http://www.uma.ac.ir/'],Iran,IR,Ardabili
Ferdowsi University of Mashhad,['um.ac.ir'],['http://www.um.ac.ir/'],Iran,IR,Razavi Khorasan
Hamadan University of Medical Sciences,['umsha.ac.ir'],['http://www.umsha.ac.ir/'],Iran,IR,Hamadan
Urmia University of Medical Sciences,['umsu.ac.ir'],['http://www.umsu.ac.ir/'],Iran,IR,West Azarbaijan
Mazandaran University of Iran,['umz.ac.ir'],['http://www.umz.ac.ir/'],Iran,IR,Mazandaran
University of Kurdistan,['uok.ac.ir'],['http://www.uok.ac.ir/'],Iran,IR,Kurdistan
Zabol University,['uoz.ac.ir'],['http://www.uoz.ac.ir/'],Iran,IR,Sistan and Baluchestan
Urmia University,['urmia.ac.ir'],['http://www.urmia.ac.ir/'],Iran,IR,West Azerbaijan
Sistan and Baluchestan University,['usb.ac.ir'],['http://www.usb.ac.ir/'],Iran,IR,Sistan and Baluchestan
University of Science and Culture,['usc.ac.ir'],['http://www.usc.ac.ir/'],Iran,IR,Tehran
Mazandaran University of Science & Technology,['ustmb.ac.ir'],['http://www.ustmb.ac.ir/'],Iran,IR,Mazandaran
University of Social Welfare and Rehabilitation Sciences,['uswr.ac.ir'],['http://www.uswr.ac.ir/'],Iran,IR,Tehran
University of Tehran,['ut.ac.ir'],['http://www.ut.ac.ir/'],Iran,IR,Tehran
Urmia University of Technology,['uut.ac.ir'],['http://www.uut.ac.ir/'],Iran,IR,West Azerbaijan
Vali-e-Asr University of Rafsanjan,['vru.ac.ir'],['http://www.vru.ac.ir/'],Iran,IR,Kerman
Yazd University,['yazduni.ac.ir'],['http://www.yazduni.ac.ir/'],Iran,IR,Yazd
Yasuj University,['yu.ac.ir'],['http://www.yu.ac.ir/'],Iran,IR,Kohgiluyeh and Boyer-Ahmad
Yasuj University of Medical Sciences,['yums.ac.ir'],['http://www.yums.ac.ir/'],Iran,IR,Kohgiluyeh and Boyer-Ahmad
Zahedan University of Medical Sciences,['zdmu.ac.ir'],['http://www.zdmu.ac.ir/'],Iran,IR,Sistan and Baluchestan
Zanjan University,['znu.ac.ir'],['http://www.znu.ac.ir/'],Iran,IR,Zanjan
Zanjan University of Medical Sciences,['zums.ac.ir'],['http://www.zums.ac.ir/'],Iran,IR,Zanjan
Ahlulbait International University,['ahlulbaitonline.com'],['http://www.ahlulbaitonline.com/'],Iraq,IQ,
Al Mamon University College,['almamonuc.org'],['http://www.almamonuc.org/'],Iraq,IQ,
Al Rasheed University College,['alrasheed-uc.com'],['http://www.alrasheed-uc.com/'],Iraq,IQ,
Alsadrain University,['alsadrain.org'],['http://www.alsadrain.org/'],Iraq,IQ,
Al Maarif University College,['auc-edu.org'],['http://www.auc-edu.org/'],Iraq,IQ,
"American University of Iraq, Sulaimani (Kurdistan Region)",['auis.edu.iq'],['http://www.auis.edu.iq/'],Iraq,IQ,
Baghdad College of Economic Sciences University,['baghdadcollege.edu.iq'],['http://www.baghdadcollege.edu.iq/'],Iraq,IQ,
Baghdad College of Pharmacy,['bpc.edu.iq'],['http://www.bpc.edu.iq/'],Iraq,IQ,
British Royal University,['broyalu.net'],['http://broyalu.net/'],Iraq,IQ,
Cihan University,['cihanuniversity.edu.iq'],['http://www.cihanuniversity.edu.iq/'],Iraq,IQ,
Al Rafidain University College,['coalrafidain.edu.iq'],['http://www.coalrafidain.edu.iq/'],Iraq,IQ,
Dijla University College,['duc.edu.iq'],['http://www.duc.edu.iq/'],Iraq,IQ,
Hawler Medical University,['hawlermu.org'],['http://www.hawlermu.org/'],Iraq,IQ,
Iraq University College,['iraquniversity.net'],['http://www.iraquniversity.net/'],Iraq,IQ,
Ishik University,['iu.edu.iq'],['http://www.iu.edu.iq/'],Iraq,IQ,
Komar University of Science and Technology,['komar.edu.iq'],['http://www.komar.edu.iq/'],Iraq,IQ,
Koya University (Kurdistan Region),['koyauniversity.org'],['http://www.koyauniversity.org/'],Iraq,IQ,
Madenat Alelem University College,['madenatalelem.com'],['http://www.madenatalelem.com/'],Iraq,IQ,
Al Mansour University College,['muc.edu.iq'],['http://www.muc.edu.iq/'],Iraq,IQ,
Al Nahrain University,['nahrainuniv.edu.iq'],['http://www.nahrainuniv.edu.iq/'],Iraq,IQ,
Nawroz University,['nawrozuniversity.com'],['http://www.nawrozuniversity.com/'],Iraq,IQ,
University of Al-Qadisiyah,['qadissuni.edu.iq'],['http://www.qadissuni.edu.iq/'],Iraq,IQ,
"College of Science, Baghdad University",['scbaghdad.edu.iq'],['http://www.scbaghdad.edu.iq/'],Iraq,IQ,
Soran University,['soran.edu.iq'],['http://www.soran.edu.iq/'],Iraq,IQ,
Salahddin University (Kurdistan Region),['suh-edu.com'],['http://www.suh-edu.com/'],Iraq,IQ,
Thi Qar University,['thiqaruni.org'],['http://www.thiqaruni.org/'],Iraq,IQ,
Tikrit University,['tu.edu.iq'],['http://www.tu.edu.iq/'],Iraq,IQ,
Al Turath University College,['turathun.com'],['http://www.turathun.com/'],Iraq,IQ,
University of Human Development (Kurdistan Region),['uhd.edu.iq'],['http://www.uhd.edu.iq/'],Iraq,IQ,
University of Kurdistan - Hawler,['ukh.ac'],['http://www.ukh.ac/'],Iraq,IQ,
University of Sulaimania (Kurdistan Region),['univsul.org'],['http://www.univsul.org/'],Iraq,IQ,
Al Muthanna University,['uoalmuthana.edu.iq'],['http://www.uoalmuthana.edu.iq/'],Iraq,IQ,
University of Anbar,['uoanbar.edu.iq'],['http://www.uoanbar.edu.iq/'],Iraq,IQ,
Uinversity of Babylon,['uobabylon.edu.iq'],['http://www.uobabylon.edu.iq/'],Iraq,IQ,
University of Baghdad,['uobaghdad.edu.iq'],['http://www.uobaghdad.edu.iq/'],Iraq,IQ,
University of Basrah,['uobasrah.edu.iq'],['http://www.uobasrah.edu.iq/'],Iraq,IQ,
University of Dohuk (Kurdistan Region),['uod.ac'],['http://www.uod.ac/'],Iraq,IQ,
Diyala University,['uodiyala.edu.iq'],['http://www.uodiyala.edu.iq/'],Iraq,IQ,
Kerbala University,['uokerbala.edu.iq'],['http://www.uokerbala.edu.iq/'],Iraq,IQ,
University of Kirkuk,['uokirkuk.edu.iq'],['http://www.uokirkuk.edu.iq/'],Iraq,IQ,
University of Kufa,['uokufa.edu.iq'],['http://www.uokufa.edu.iq/'],Iraq,IQ,
Misan University,['uomisan.edu.iq'],['http://www.uomisan.edu.iq/'],Iraq,IQ,
University of Mosul,['uomosul.edu.iq'],['http://www.uomosul.edu.iq/'],Iraq,IQ,
University of Mustansiriyah,['uomustansiriyah.edu.iq'],['http://www.uomustansiriyah.edu.iq/'],Iraq,IQ,
University of Technology - Iraq,['uotechnology.edu.iq'],['http://www.uotechnology.edu.iq/'],Iraq,IQ,
University of Wassit,['uowasit.edu.iq'],['http://www.uowasit.edu.iq/'],Iraq,IQ,
Athlone Institute of Technology,['ait.ie'],['http://www.ait.ie/'],Ireland,IE,
Cork Institute of Technology,['cit.ie'],['http://www.cit.ie/'],Ireland,IE,
Dublin City University,['dcu.ie'],['http://www.dcu.ie/'],Ireland,IE,
Dublin Institute for Advanced Studies,['dias.ie'],['http://www.dias.ie/'],Ireland,IE,
Dublin Institute of Technology,['dit.ie'],['http://www.dit.ie/'],Ireland,IE,
Griffith College,['gcd.ie'],['http://www.gcd.ie/'],Ireland,IE,
Galway Mayo Institute of Technology,['gmit.ie'],['http://www.gmit.ie/'],Ireland,IE,
Irish International University (Distance Education),['iiuedu.ie'],['http://www.iiuedu.ie/'],Ireland,IE,
Carlow Institute of Technology,['itcarlow.ie'],['http://www.itcarlow.ie/'],Ireland,IE,
"Institue of Technology, Tralee",['ittralee.ie'],['http://www.ittralee.ie/'],Ireland,IE,
LSB College,['lsb.ie'],['http://www.lsb.ie/'],Ireland,IE,
"National University of Ireland, Maynooth",['may.ie'],['http://www.may.ie/'],Ireland,IE,
National College of Ireland,['ncirl.ie'],['http://www.ncirl.ie/'],Ireland,IE,
National University of Ireland,['nui.ie'],['http://www.nui.ie/'],Ireland,IE,
Royal College of Physicians of Ireland,['rcpi.ie'],['http://www.rcpi.ie/'],Ireland,IE,
Royal College of Surgeons,['rcsi.ie'],['http://www.rcsi.ie/'],Ireland,IE,
Shannon College of Hotel Management,['shannoncollege.com'],['http://www.shannoncollege.com/'],Ireland,IE,
"University of Dublin, Trinity College",['tcd.ie'],['http://www.tcd.ie/'],Ireland,IE,
University College Cork,['ucc.ie'],['http://www.ucc.ie/'],Ireland,IE,
University College Dublin,['ucd.ie'],['http://www.ucd.ie/'],Ireland,IE,
"National University of Ireland, Galway","['nuigalway.ie', 'ucg.ie']","['https://www.nuigalway.ie/', 'http://www.ucg.ie/']",Ireland,IE,
University of Limerick,['ul.ie'],['http://www.ul.ie/'],Ireland,IE,
Waterford Institute Of Technology,['wit.ie'],['http://www.wit.ie/'],Ireland,IE,
Afeka Tel Aviv Academic College of Engineering,['afeka.ac.il'],['http://www.afeka.ac.il/'],Israel,IL,
JCT Lev Academic Center,['jct.ac.il'],['http://www.jct.ac.il/'],Israel,IL,
Ariel University Center of Samaria,['ariel.ac.il'],['http://www.ariel.ac.il/'],Israel,IL,
Ashkelon Academic College,['ash-college.ac.il'],['http://www.ash-college.ac.il/'],Israel,IL,
Bezalel Academy of Art and Design,['bezalel.ac.il'],['http://www.bezalel.ac.il/'],Israel,IL,
Ben-Gurion University of the Negev,['bgu.ac.il'],['http://www.bgu.ac.il/'],Israel,IL,
Bar-Ilan University,['biu.ac.il'],['http://www.biu.ac.il/'],Israel,IL,
Acdemic Center for Law and Business,['clb.ac.il'],['http://www.clb.ac.il/'],Israel,IL,
College of Management,['colman.ac.il'],['http://www.colman.ac.il/'],Israel,IL,
Galillee College,['galilcol.ac.il'],['http://www.galilcol.ac.il/'],Israel,IL,
University of Haifa,['haifa.ac.il'],['http://www.haifa.ac.il/'],Israel,IL,
Hebrew University of Jerusalem,['huji.ac.il'],['http://www.huji.ac.il/'],Israel,IL,
The Interdisciplinary Center Herzliya,['idc.ac.il'],['http://www.idc.ac.il/'],Israel,IL,
Jerusalem University College,['juc.edu'],['http://www.juc.edu/'],Israel,IL,
Open University of Israel,['openu.ac.il'],['http://www.openu.ac.il/'],Israel,IL,
Russell Berrie Nanotechnology Institute,['rbni.technion.ac.il'],['http://rbni.technion.ac.il/'],Israel,IL,
Sami Shamoon College of Engineering,['sce.ac.il'],['http://www.sce.ac.il/'],Israel,IL,
Shenkar School of Engineering & Design,['shenkar.ac.il'],['http://www.shenkar.ac.il/'],Israel,IL,
Tel Aviv University,['tau.ac.il'],['http://www.tau.ac.il/'],Israel,IL,
Technion - Israel Institute of Technology,['technion.ac.il'],['http://www.technion.ac.il/'],Israel,IL,
Weizmann Institute of Science,['weizmann.ac.il'],['http://www.weizmann.ac.il/'],Israel,IL,
Western Galilee College,['wgalil.ac.il'],['http://www.wgalil.ac.il/'],Israel,IL,
Emeq Yizrael College,['yvc.ac.il'],['http://www.yvc.ac.il/'],Israel,IL,
Pontificia Università S. Tommaso,['angelicum.org'],['http://www.angelicum.org/'],Italy,IT,
Pontificio Ateneo Antonianum,['antonianum.ofm.org'],['http://www.antonianum.ofm.org/'],Italy,IT,
University of Modena,['casa.unimo.it'],['http://www.casa.unimo.it/'],Italy,IT,
Abdus Salam international centre for theoretical physics,['ictp.trieste.it'],['http://www.ictp.trieste.it/'],Italy,IT,
Institute for Advanced Studies Lucca,['imtlucca.it'],['http://www.imtlucca.it/'],Italy,IT,
University Institute of Architecture Venice,['iuav.unive.it'],['http://www.iuav.unive.it/'],Italy,IT,
European University Institute,['iue.it'],['http://www.iue.it/'],Italy,IT,
University Institute of Modern Languages,['iulm.it'],['http://www.iulm.it/'],Italy,IT,
Dutch University Institute for Art History (DUIA),['iuoart.org'],['http://www.iuoart.org/'],Italy,IT,
University Institute of Oriental Studies,['iuo.it'],['http://www.iuo.it/'],Italy,IT,
Istituto Universitario di Studi Superiori,['iusspavia.it'],['http://www.iusspavia.it/'],Italy,IT,
"Johns Hopkins University, SAIS Bologna Center",['jhubc.it'],['http://www.jhubc.it/'],Italy,IT,
John Cabot University,['johncabot.edu'],['http://www.johncabot.edu/'],Italy,IT,
"Free University Institute ""Carlo Cattaneo""",['liuc.it'],['http://www.liuc.it/'],Italy,IT,
"Free University ""Maria Santissima Assunta""",['lumsa.it'],['http://www.lumsa.it/'],Italy,IT,
"NABA - Nuova Accademia di Belle Arti, Milan",['naba.it'],['http://www.naba.it/'],Italy,IT,
"Yorker International University, Milano",['nyuniversity.net'],['http://www.nyuniversity.net/'],Italy,IT,
Pontificio Istituto Orientale,['pio.urbe.it'],['http://www.pio.urbe.it/'],Italy,IT,
Polytechnic Institute of Bari,['poliba.it'],['http://www.poliba.it/'],Italy,IT,
Polytechnic Institute of Milan,"['polimi.it', 'mail.polimi.it']",['http://www.polimi.it/'],Italy,IT,
Polytechnic Institute of Turin,['polito.it'],['http://www.polito.it/'],Italy,IT,
Pontificia Università Lateranense,['pul.it'],['http://www.pul.it/'],Italy,IT,
Pontificia Università della Santa Croce,['pusc.it'],['http://www.pusc.it/'],Italy,IT,
Fondazione Sacro Cuore,['sacrocuore.org'],['http://www.sacrocuore.org/'],Italy,IT,
International Higher School for Advanced Studies Trieste,['sissa.it'],['http://www.sissa.it/'],Italy,IT,
School of Education Pisa,['sns.it'],['http://www.sns.it/'],Italy,IT,
Higher School of University and Advanced Studies Pisa,['sssup.it'],['http://www.sssup.it/'],Italy,IT,
University of Ancona,['unian.it'],['http://www.unian.it/'],Italy,IT,
University of Bari,['uniba.it'],['http://www.uniba.it/'],Italy,IT,
Basilicata University Potenza,['unibas.it'],['http://www.unibas.it/'],Italy,IT,
University of Bergamo,['unibg.it'],['http://www.unibg.it/'],Italy,IT,
Bocconi University,['unibocconi.it'],['http://www.unibocconi.eu/'],Italy,IT,
University of Bologna,['unibo.it'],['http://www.unibo.it/'],Italy,IT,
University of Brescia,['unibs.it'],['http://www.unibs.it/'],Italy,IT,
Free University of Bozen,['unibz.it'],['http://www.unibz.it/'],Italy,IT,
University of Cagliari,['unica.it'],['http://www.unica.it/'],Italy,IT,
University of Calabria,['unical.it'],['http://www.unical.it/'],Italy,IT,
University of Camerino,['unicam.it'],['http://www.unicam.it/'],Italy,IT,
Campus Bio-Medico University of Rome,['unicampus.it'],['http://www.unicampus.it/'],Italy,IT,
University of Cassino,['unicas.it'],['http://www.unicas.it/'],Italy,IT,
Catholic University of the Sacred Heart,['unicatt.it'],['http://www.unicatt.it/'],Italy,IT,
University of Chieti,['unich.it'],['http://www.unich.it/'],Italy,IT,
University of Catania,['unict.it'],['http://www.unict.it/'],Italy,IT,
Università eCampus,['uniecampus.it'],['http://www.uniecampus.it/'],Italy,IT,
European School of Economics,['uniese.it'],['http://www.uniese.it/'],Italy,IT,
University of Ferrara,['unife.it'],['http://www.unife.it/'],Italy,IT,
University of Foggia,['unifg.it'],['http://www.unifg.it/'],Italy,IT,
University of Florence,['unifi.it'],['http://www.unifi.it/'],Italy,IT,
University of Genoa,['unige.it'],['http://www.unige.it/'],Italy,IT,
Pontifica Università Gregoriana,['unigre.it'],['http://www.unigre.it/'],Italy,IT,
University of Lecce,['unile.it'],['http://www.unile.it/'],Italy,IT,
Link Campus University of Malta,['unilink.it'],['http://www.unilink.it/'],Italy,IT,
University of Macerata,['unimc.it'],['http://www.unimc.it/'],Italy,IT,
University of Messina,['unime.it'],['http://www.unime.it/'],Italy,IT,
University of Milan - Bicocca,['unimib.it'],['http://www.unimib.it/'],Italy,IT,
University of Milan,['unimi.it'],['http://www.unimi.it/'],Italy,IT,
University of Molise,['unimol.it'],['http://www.unimol.it/'],Italy,IT,
Second University of Naples,['unina2.it'],['http://www.unina2.it/'],Italy,IT,
University of Naples Federico II,['unina.it'],['http://www.unina.it/'],Italy,IT,
University Institute of Naval Studies,['uninav.it'],['http://www.uninav.it/'],Italy,IT,
University of Insubria,['uninsubria.it'],['http://www.uninsubria.it/'],Italy,IT,
University of Palermo,['unipa.it'],['http://www.unipa.it/'],Italy,IT,
University of Padua,['unipd.it'],['http://www.unipd.it/'],Italy,IT,
University of Perugia,['unipg.it'],['http://www.unipg.it/'],Italy,IT,
University of Pisa,['unipi.it'],['http://www.unipi.it/'],Italy,IT,
University of Parma,['unipr.it'],['http://www.unipr.it/'],Italy,IT,
University of Pavia,['unipv.it'],['http://www.unipv.it/'],Italy,IT,
University of Reggio Calabria,['unirc.it'],['http://www.unirc.it/'],Italy,IT,
"University of Roma ""La Sapienza""",['uniroma1.it'],['http://www.uniroma1.it/'],Italy,IT,
"University of Roma ""Tor Vergata""",['uniroma2.eu'],['http://www.uniroma2.it/'],Italy,IT,
Third University of Rome,['uniroma3.it'],['http://www.uniroma3.it/'],Italy,IT,
University of Salerno,['unisa.it'],['http://www.unisa.it/'],Italy,IT,
Università Pontificia Salesiana,['unisal.it'],['http://www.unisal.it/'],Italy,IT,
University of Sannio,['unisannio.it'],['http://www.unisannio.it/'],Italy,IT,
University of Gastronomic Sciences,['unisg.it'],['http://www.unisg.it/'],Italy,IT,
University of Siena,['unisi.it'],['http://www.unisi.it/'],Italy,IT,
"University Institute of Teacher Training ""Suor Orsola Benincasa""",['unisob.na.it'],['http://www.unisob.na.it/'],Italy,IT,
University of Sassari,['uniss.it'],['http://www.uniss.it/'],Italy,IT,
University of Italian Studies for Foreigners of Perugia,['unistrapg.it'],['http://www.unistrapg.it/'],Italy,IT,
University of Italian Studies for Foreigners of Siena,['unistrasi.it'],['http://www.unistrasi.it/'],Italy,IT,
University of Teramo,['unite.it'],['http://www.unite.it/'],Italy,IT,
University of Trento,['unitn.it'],['http://www.unitn.it/'],Italy,IT,
University of Turin,['unito.it'],['http://www.unito.it/'],Italy,IT,
Viterbo State University,['unitus.it'],['http://www.unitus.it/'],Italy,IT,
University of Udine,['uniud.it'],['http://www.uniud.it/'],Italy,IT,
University of Urbino,['uniurb.it'],['http://www.uniurb.it/'],Italy,IT,
University of Aquila,['univaq.it'],['http://www.univaq.it/'],Italy,IT,
University of Venice,['unive.it'],['http://www.unive.it/'],Italy,IT,
University of Verona,['univr.it'],['http://www.univr.it/'],Italy,IT,
University of Trieste,['units.it'],['http://www.units.it/'],Italy,IT,
American University of Rome,['aur.edu'],['https://aur.edu/'],Italy,IT,
Team Lingue International House,['ihteamlingue.it'],['https://ihteamlingue.it/'],Italy,IT,
Northern Caribbean University,['ncu.edu.jm'],['http://www.ncu.edu.jm/'],Jamaica,JM,
University of Technology Jamaica,['utech.edu.jm'],['http://www.utech.edu.jm/'],Jamaica,JM,
"University of the West Indies, Mona",['uwimona.edu.jm'],['http://www.uwimona.edu.jm/'],Jamaica,JM,
Aichi Shukutoku University,['aasa.ac.jp'],['http://www.aasa.ac.jp/'],Japan,JP,
Aichi Bunkyo University,['abu.ac.jp'],['http://www.abu.ac.jp/'],Japan,JP,
Aichi University of Education,['aichi-edu.ac.jp'],['http://www.aichi-edu.ac.jp/'],Japan,JP,
Aichi Prefectural University of Fine Arts & Music,['aichi-fam-u.ac.jp'],['http://www.aichi-fam-u.ac.jp/'],Japan,JP,
Aichi Gakuin University,['aichi-gakuin.ac.jp'],['http://www.aichi-gakuin.ac.jp/'],Japan,JP,
Aichi Medical University,['aichi-med-u.ac.jp'],['http://www.aichi-med-u.ac.jp/'],Japan,JP,
Aichi Prefectural University,['aichi-pu.ac.jp'],['http://www.aichi-pu.ac.jp/'],Japan,JP,
Aichi University,['aichi-u.ac.jp'],['http://www.aichi-u.ac.jp/'],Japan,JP,
Aikoku Gakuen University,['aikoku-u.ac.jp'],['http://www.aikoku-u.ac.jp/'],Japan,JP,
Aichi Institute of Technology,['aitech.ac.jp'],['http://www.aitech.ac.jp/'],Japan,JP,
Akita University of Economics and Law,['akeihou-u.ac.jp'],['http://www.akeihou-u.ac.jp/'],Japan,JP,
Akita University,['akita-u.ac.jp'],['http://www.akita-u.ac.jp/'],Japan,JP,
St. Andrew's University,['andrew.ac.jp'],['http://www.andrew.ac.jp/'],Japan,JP,
Aomori Chuoh Gakuin University,['aomoricgu.ac.jp'],['http://www.aomoricgu.ac.jp/'],Japan,JP,
Aomori University,['aomori-u.ac.jp'],['http://www.aomori-u.ac.jp/'],Japan,JP,
Aoyama Gakuin University,['aoyama.ac.jp'],['http://www.aoyama.ac.jp/'],Japan,JP,
Ritsumeikan Asia Pacific University,['apu.ac.jp'],['http://www.apu.ac.jp/'],Japan,JP,
Asahikawa Medical College,['asahikawa-med.ac.jp'],['http://www.asahikawa-med.ac.jp/'],Japan,JP,
Asahikawa University,['asahikawa-u.ac.jp'],['http://www.asahikawa-u.ac.jp/'],Japan,JP,
Asahi University,['asahi-u.ac.jp'],['http://www.asahi-u.ac.jp/'],Japan,JP,
Ashikaga Institute of Technology,['ashitech.ac.jp'],['http://www.ashitech.ac.jp/'],Japan,JP,
Ashiya University,['ashiya-u.ac.jp'],['http://www.ashiya-u.ac.jp/'],Japan,JP,
Asia University,['asia-u.ac.jp'],['http://www.asia-u.ac.jp/'],Japan,JP,
Aichi Sangyo University,['asu.ac.jp'],['http://www.asu.ac.jp/'],Japan,JP,
Atomi College,['atomi.ac.jp'],['http://www.atomi.ac.jp/'],Japan,JP,
"American University Extension, Okinawa",['aue-okinawa.ac.jp'],['http://www.aue-okinawa.ac.jp/'],Japan,JP,
Aomori University of Health and Welfare,['auhw.ac.jp'],['http://www.auhw.ac.jp/'],Japan,JP,
Azabu University,['azabu-u.ac.jp'],['http://www.azabu-u.ac.jp/'],Japan,JP,
Baika Women's College,['baika.ac.jp'],['http://www.baika.ac.jp/'],Japan,JP,
